alim_grp_code;alim_grp_nom;alim_code;alim_nom;energie_kcal;eau_g_100g;prot_g_100g;gluc_g_100g;lipi_g_100g;sucr_g_100g;fibr_g_100g
04;viandes, œufs, poissons;22507;Omelette aux lardons;216;65;14,6;1,63;16,8;1,06;0
04;viandes, œufs, poissons;22508;Omelette aux champignons;127;78,8;8,13;2,74;9,2;1;0,3
04;viandes, œufs, poissons;22509;Omelette aux fines herbes;148;75,9;9,44;2,16;11,2;0,7;0,4
04;viandes, œufs, poissons;22510;Tortilla espagnole aux oignons (omelette aux pommes de terre et oignons);137;73,1;4,67;11,2;7,73;0,93;1,69
04;viandes, œufs, poissons;22511;Omelette, garnitures diverses : légumes, fromages, viandes... (aliment moyen);169;70,9;9,86;5,22;11,9;0,87;0,63
03;produits céréaliers;23000;Gâteau (aliment moyen);410;20,2;5,53;52,6;19,2;33,4;1,91
03;produits céréaliers;23005;Gâteau Paris0Brest (pâte à choux crème mousseline praliné);355;40,6;5,44;26,1;24,9;16,2;1,2
03;produits céréaliers;23006;Gâteau au chocolat type forêt noire (génoise au chocolat et crème multi0couches, avec ou sans cerises);334;38,3;4,13;35,4;19;29,5;2,2
03;produits céréaliers;23007;Gâteau mousse de fruits sur génoise, type miroir, bavarois;245;53,3;3,87;29,7;12,2;23,6;1
03;produits céréaliers;23008;Entremets type Opéra;400;30,1;5,19;39,6;24;35,1;2,3
03;produits céréaliers;23009;Fraisier ou framboisier;262;52,6;3,31;26,7;15,5;23,3;1,3
03;produits céréaliers;23020;Baba au rhum, préemballé;175;64,5;3,05;21,3;5,3;17,9;1,46
03;produits céréaliers;23022;Canelé;297;26,3;5,31;59,4;3,7;37,6;2,6
03;produits céréaliers;23024;Macaron moelleux fourré à la confiture ou à la crème;453;10,8;8,97;54,9;21,2;49,8;2,9
03;produits céréaliers;23027;Macaron sec;436;0;6,9;77,7;10,2;74;3
03;produits céréaliers;23030;Bûche de Noël pâtissière;320;43,4;4,2;30,6;19,7;23,7;1,3
03;produits céréaliers;23032;Brownie au chocolat;467;13;6,22;50;26,2;35;3,33
03;produits céréaliers;23033;Rocher coco ou Congolais (petit gâteau à la noix de coco);464;13,1;4,46;53,7;24,1;47,5;7,08
03;produits céréaliers;23050;Biscuit de Savoie;259;33,2;5,9;56,3;0,8;0;1,5
03;produits céréaliers;23081;Quatre0quarts ou barre pâtissière, préemballé;399;24,2;5,76;46,1;21;26,2;1,38
03;produits céréaliers;23103;Gâteau au citron, tout type;430;17,9;5;54;21,3;0;1
03;produits céréaliers;23121;Far aux pruneaux;337;23,3;5,5;61,4;7,55;22,6;1
03;produits céréaliers;23122;Kouign Amann;502;0;5,05;55,1;28,9;27,4;0,6
03;produits céréaliers;23200;Pain d'épices;335;19,3;3,38;74,2;2,01;41,7;3,21
03;produits céréaliers;23300;Baklava ou Baklawa (pâtisserie orientale aux amandes et sirop);463;13,5;10,4;50;24,5;39,6;1
03;produits céréaliers;23301;Corne de gazelle (pâtisserie orientale aux amandes et sirop);475;8,22;8,55;60,2;22,1;32;1
03;produits céréaliers;23402;Pâte à pizza fine, crue;276;36,2;7,71;44,6;7,01;2,21;1,87
03;produits céréaliers;23403;Préparation pour pâte à pizza;377;9,7;9,03;69,1;6,5;2;3,3
03;produits céréaliers;23410;Pâte brisée, crue;375;28,6;5,35;43,6;19,5;3,77;1,8
03;produits céréaliers;23412;Pâte brisée, matière grasse végétale, cuite;503;4,9;7,47;58,3;26,4;0;0,9
03;produits céréaliers;23414;Pâte brisée, pur beurre, crue;381;0;5,77;44,9;19,5;3,23;1,88
03;produits céréaliers;23415;Pâte brisée, pur beurre, surgelée, crue;385;0;5,65;43,3;20,7;7,55;1,6
03;produits céréaliers;23420;Pâte feuilletée, matière grasse végétale, crue;375;29,5;5,41;41,4;20,4;2,31;1,87
03;produits céréaliers;23421;Pâte feuilletée, surgelée, crue;399;31,8;3,28;33,3;27,4;1,7;3,05
03;produits céréaliers;23422;Pâte feuilletée, cuite;528;3,94;7,19;54,1;31;0,3;1,8
03;produits céréaliers;23424;Pâte feuilletée pur beurre, crue;366;30,9;5,6;39,7;20,1;3,03;2,32
03;produits céréaliers;23425;Pâte feuilletée pur beurre, surgelée crue;396;0;4,99;35,3;25,8;1,33;1,4
03;produits céréaliers;23426;Pâte feuilletée pur beurre, cuite;518;7,15;5,95;53,5;30,8;1,05;1,2
03;produits céréaliers;23430;Feuille de brick, cuite à sec sans matière grasse;376;2,3;6,16;82,4;1,76;0;3
03;produits céréaliers;23440;Pâte sablée, crue;404;0;5,3;51;19,6;13;1,2
03;produits céréaliers;23442;Pâte sablée, cuite;505;3,4;5,7;64,4;24,6;22,9;1,5
03;produits céréaliers;23444;Pâte sablée pur beurre, crue;383;0;5,95;53,6;15,8;13,4;1,65
03;produits céréaliers;23445;Pâte phyllo ou Pâte filo, crue;289;32,6;7,1;50,8;6;0,18;1,9
03;produits céréaliers;23446;Pâte sablée pur beurre, surgelée, crue;423;0;4,9;60,9;17,5;21,3;1,2
03;produits céréaliers;23448;Pâte sablée pur beurre, cuite;469;7,2;6,2;63;20,9;20,1;1,9
03;produits céréaliers;23455;Chou à la crème (chantilly ou pâtissière);294;46,3;4,47;30,6;16,9;23,1;1
03;produits céréaliers;23456;Chou à la crème chantilly;350;44,3;4,63;22,9;26,4;8,9;1
03;produits céréaliers;23457;Chou à la crème pâtissière;225;51,7;4,31;34,9;7,3;13,5;1
03;produits céréaliers;23467;Chouquette;381;23,5;7,76;42,6;18,6;27,1;6,1
08;glaces et sorbets;23472;Profiterole avec glace vanille et sauce chocolat;260;50,9;6,24;26,5;13,9;12,4;1,14
05;lait et produits laitiers;23474;Profiteroles (crème pâtissière et sauce chocolat), rayon frais;273;44,6;5,51;34,3;12,2;20,9;2,31
03;produits céréaliers;23477;Éclair;250;49,1;5,78;28,3;11,8;18,9;3,9
03;produits céréaliers;23479;Tarte aux fruits et crème pâtissière;205;56,8;2,94;30;7,7;18,7;1,3
03;produits céréaliers;23480;Chausson aux pommes;338;36,2;4,17;36,6;18,7;11,2;3,1
03;produits céréaliers;23481;Tarte normande aux pommes (garniture farine, œufs, crème, sucre, calvados);313;38,6;4,44;38,7;15;25,8;2,5
03;produits céréaliers;23485;Tarte au citron;383;29,1;5;42,7;20,9;30,1;1,8
03;produits céréaliers;23490;Tarte ou tartelette aux pommes;227;50,4;2,52;32,7;8,79;20,7;3,3
03;produits céréaliers;23491;Tarte aux fraises;318;46,9;3,19;31;19,8;0;1,5
03;produits céréaliers;23493;Crumble aux pommes;242;48,7;2,68;35,9;8,98;23,7;3,5
03;produits céréaliers;23494;Tarte aux abricots;285;41,5;3,18;41;10,7;17,4;5,9
03;produits céréaliers;23495;Tarte aux fruits rouges;239;49,1;3,5;38,5;6,87;20,9;4,5
03;produits céréaliers;23496;Tarte Tatin aux pommes;243;50;2,31;37,1;9,3;24,9;0,7
03;produits céréaliers;23497;Tarte au chocolat, fabrication artisanale;470;18,6;5,94;40,9;30,7;22,7;2,9
03;produits céréaliers;23499;Tarte ou tartelette aux fruits;303;0;3,72;46,9;10,6;24,6;2,64
03;produits céréaliers;23525;Flan pâtissier aux oeufs ou à la parisienne;150;63,5;3,69;27,1;1,62;18,5;6,3
03;produits céréaliers;23531;Charlotte aux fruits;203;55,7;5,16;29;6,64;21,7;2,8
05;lait et produits laitiers;23534;Gâteau de semoule aux raisins et caramel, rayon frais;143;66,9;3,83;24,7;2,99;18,5;0,93
05;lait et produits laitiers;23535;Gâteau de semoule, appertisé;139;68;2,85;24,5;3,03;0;1
05;lait et produits laitiers;23536;Gâteau de riz au caramel, rayon frais;146;66,9;3,77;25,7;3,08;16,8;0
03;produits céréaliers;23585;Gâteau au chocolat;440;16,8;6,24;49,5;23,6;32,4;2,58
03;produits céréaliers;23586;Gâteau moelleux au chocolat, préemballé;438;16,7;6,19;48,2;24;33,4;2,56
03;produits céréaliers;23588;Gâteau au yaourt;426;0;5,87;51,8;21,4;26,9;1,13
03;produits céréaliers;23589;Gâteau au fromage blanc;237;54,2;6,17;26,5;11,6;19,5;0,7
03;produits céréaliers;23594;Gâteau moelleux nature type génoise;392;20;5,7;57,6;14,4;27,1;4,6
03;produits céréaliers;23680;Galette des rois feuilletée;354;0;5;29,8;23,3;9,9;2,45
03;produits céréaliers;23684;Galette des rois feuilletée, fourrée frangipane, et Pithiviers;438;21,9;7,6;33,4;30;18,8;2
03;produits céréaliers;23799;Crêpe, nature, préemballée, rayon frais;254;42;6,49;40;7,21;15,2;1,9
03;produits céréaliers;23800;Crêpe, nature, préemballée, rayon température ambiante;381;16,2;7,88;60,1;11,8;26,3;1,42
03;produits céréaliers;23801;Galette de sarrasin, nature, préemballée;156;59;5,95;28,2;1,51;1,08;3,08
03;produits céréaliers;23802;Gâteau basque, crème pâtissière;367;26,5;4,03;57,4;13,3;28,1;1
03;produits céréaliers;23803;Gâteau basque, cerises;395;0;4,3;63,3;13,5;42;1,4
03;produits céréaliers;23805;Blini;260;45,9;5,98;32,7;11,2;3,14;2,35
03;produits céréaliers;23815;Crêpe préemballée, fourrée au sucre;406;0;6,62;58,7;15,8;31;1,04
03;produits céréaliers;23820;Crêpe maison, fourrée à la confiture;297;30,6;6,51;54,3;5,74;19,4;1
03;produits céréaliers;23821;Crêpe maison, fourrée au chocolat ou à la pâte à tartiner chocolat et noisettes;389;17,8;8,1;55;14,6;20,4;2,44
03;produits céréaliers;23829;Crêpe préemballée, fourrée chocolat;448;9;6,43;58,7;20,4;38,2;1,96
03;produits céréaliers;23830;Crêpe préemballée, fourrée fraise;349;0;5,35;66,7;6,6;30,8;1
03;produits céréaliers;23851;Gaufre moelleuse (type bruxelloise ou liégeoise), nature ou sucrée, préemballée;469;0;7,1;52,5;25,2;32;1,77
03;produits céréaliers;23852;Gaufre moelleuse (type bruxelloise ou liégeoise), chocolatée, préemballée;468;0;6,1;55,9;23,9;29,4;2,45
03;produits céréaliers;23853;Gaufre croustillante (fine ou sèche), nature ou sucrée, préemballée;451;7,13;5,18;66,4;17,9;37,6;1,81
03;produits céréaliers;23854;Gaufre croustillante (fine ou sèche), chocolatée, préemballée;455;0;6,9;70;16;39;1,6
03;produits céréaliers;23880;Beignet rond moelleux, sans fourrage, saupoudré de sucre;404;26;7,25;39,4;23,7;10,7;2
03;produits céréaliers;23881;Beignet à la confiture;378;27,6;6,23;45,7;18,7;19,9;0,9
03;produits céréaliers;23884;Beignet fourré aux fruits, préemballé;362;27,7;5,65;47,6;16;14,5;2,15
03;produits céréaliers;23885;Beignet fourré goût chocolat, préemballé;420;20,3;7,31;45,9;22,5;18,6;2,6
03;produits céréaliers;23900;Pâtisserie (aliment moyen);355;30,5;5,12;43,5;17,3;28,2;2,49
03;produits céréaliers;23909;Cake aux fruits;391;20;4,78;55,7;15,2;37,1;2,01
03;produits céréaliers;23925;Gâteau marbré;437;17,5;5,76;50,8;23;27,9;1,75
03;produits céréaliers;23930;Gâteau sablé aux fruits, préemballé;427;0;5,13;63,9;16,3;39;1,9
03;produits céréaliers;23937;Gâteau moelleux aux fruits;402;0;4,61;61,6;14,8;34,2;1,97
03;produits céréaliers;23938;Gâteau moelleux aux fruits à coque;454;0;6,2;48,8;25,5;34,7;2,1
03;produits céréaliers;23939;Gâteau moelleux fourré au chocolat ou aux pépites de chocolat ou au lait;461;14,3;5,31;60,7;21,7;43,7;1
03;produits céréaliers;23940;Génoise fourrée et nappée au chocolat;429;17,3;5,46;52,6;20,8;35;1,91
03;produits céréaliers;23941;Gâteau moelleux fourré aux fruits type mini0roulé ou mini0cake fourré;353;17,9;4,41;68,5;6,5;43,9;1,64
03;produits céréaliers;23950;Muffin, aux myrtilles ou au chocolat;432;18,3;5,59;48,9;23,4;27,9;1,55
03;produits céréaliers;24000;Biscuit sec, sans précision;501;3,47;7,42;61,2;24,7;23,2;2,03
03;produits céréaliers;24001;Biscuit sec nature;447;4,35;6,77;69,7;15,1;23,6;2,81
03;produits céréaliers;24002;Biscuit sec à teneur garantie en vitamines;458;1,8;9,63;72,6;14,2;23,3;0,75
03;produits céréaliers;24003;Biscuit sec à teneur garantie en vitamines et minéraux;476;1,28;10,8;61,9;19,8;22,1;3,5
03;produits céréaliers;24004;Biscuit sec aux fruits, hyposodé;443;5;10,8;61,4;15,8;20,2;6
03;produits céréaliers;24007;Biscuit sec croquant au chocolat, allégé en matière grasse;420;0;7;69;11;22,4;8,4
03;produits céréaliers;24008;Biscuit sec fourré aux fruits, allégé en matière grasse;391;8,8;4,69;75,3;7,2;0;3
03;produits céréaliers;24009;Spéculoos;481;2,4;5,94;69;19,7;32,6;1,93
03;produits céréaliers;24010;Biscuit sec, avec matière grasse végétale;442;1,25;7,13;74,8;11,8;21,7;4
03;produits céréaliers;24011;Biscuit sec, petits fours en assortiment;520;2;6,94;59,8;27,5;30,3;2,84
03;produits céréaliers;24015;Biscuit sec petit beurre;445;2,59;7,73;72,7;13,2;22,2;2,3
03;produits céréaliers;24016;Biscuit sec avec tablette de chocolat;502;2,01;6,62;63,3;24,1;36,8;2,65
03;produits céréaliers;24017;Biscuit sec petit beurre au chocolat;463;1,21;7,19;71,1;16;24,5;2,91
03;produits céréaliers;24030;Biscuit sec au lait;437;2,85;8,25;73,9;11,5;20;2,2
03;produits céréaliers;24031;Biscuit sec croquant (ex : tuile) sans chocolat, allégé en matière grasse;427;1,5;5,63;80,1;8,8;29,4;2,5
03;produits céréaliers;24034;Biscuit sec pour petit déjeuner;460;3,06;7,68;64,2;18,1;26,2;5,17
03;produits céréaliers;24035;Biscuit sec pour petit déjeuner, allégé en sucres;453;0;7,69;66,3;16;20,2;6,33
03;produits céréaliers;24036;Biscuit sec chocolaté, préemballé;520;1,21;6,43;61,7;26,9;34,3;2,71
03;produits céréaliers;24037;Biscuit sec fourré à la pâte ou purée de fruits;383;12,7;4,43;69,2;9,11;43,4;3,52
03;produits céréaliers;24038;Biscuit sec avec nappage chocolat;505;2,72;6,93;61,9;25;36,7;2,09
03;produits céréaliers;24039;Barre biscuitée fourrée aux fruits, allégée en matière grasse;0;10,5;3,31;75,7;7,12;41,9;3
03;produits céréaliers;24040;Biscuit sec pour petit déjeuner, au chocolat;460;2,5;6,5;69,7;16,6;29,8;2,8
03;produits céréaliers;24041;Biscuit aux céréales pour petit déjeuner, enrichis en vitamines et minéraux;454;0;7,6;65,8;17,5;23,8;5,4
03;produits céréaliers;24049;Biscuit sec au beurre, sablé, galette ou palet;493;2,89;6,4;64,8;22,7;24,3;1,99
03;produits céréaliers;24050;Biscuit sec au beurre, sablé, galette ou palet, au chocolat;505;2,6;6,64;61;25,3;28,9;3,19
03;produits céréaliers;24051;Biscuit sec chocolaté, type barquette;483;5,29;7,39;60,9;22,8;43,1;2,41
03;produits céréaliers;24052;Biscuit sec chocolaté, type tartelette;506;2,7;6,65;60,2;25,8;29,2;3,24
03;produits céréaliers;24053;Biscuit sec chocolaté, type galette;500;0;6,84;63,7;23,5;28,2;3,01
03;produits céréaliers;24054;Biscuit sec, sablé, galette ou palet, aux fruits;473;3,3;5,93;67,6;19,3;31;2,74
03;produits céréaliers;24055;Biscuit sec fourré fruits à coque (non ou légèrement chocolaté);501;2;6,45;63,9;23,7;29,2;3,35
03;produits céréaliers;24056;Florentin (biscuit sec sucré chocolaté aux amandes);524;2;7;59,9;28;43;2
03;produits céréaliers;24060;Biscuit pâtissier meringué;537;0;7,42;56;30,7;46,1;3,62
03;produits céréaliers;24070;Sablé à la noix de coco;480;2,72;7,1;66,5;20,1;24,2;2,65
03;produits céréaliers;24071;Sablé pâtissier;484;5;8,38;59,4;22,9;0;3,3
03;produits céréaliers;24072;Sablé aux fruits (pomme, fruits rouges, etc.);485;0;5,85;66;21,4;32;2,55
03;produits céréaliers;24080;Sablé au cacao ou chocolat, au praliné ou autre;499;3,61;6,63;61,2;24,6;27,3;3
03;produits céréaliers;24225;"Goûter sec fourré (""sandwiché"") parfum lait ou vanille";477;2,19;5,36;71,2;18,6;34,7;1,83
03;produits céréaliers;24231;"Goûter sec fourré (""sandwiché"") parfum chocolat";468;2,33;6,7;67,9;18;29,8;3,77
03;produits céréaliers;24240;"Goûter sec fourré (""sandwiché"") parfum fruits";484;0,99;6,64;73,3;17,4;31,6;3,35
03;produits céréaliers;24300;Gaufrette ou éventail sans fourrage;419;3,04;9;76,7;8;35;2
03;produits céréaliers;24311;Gaufrette fourrée chocolat, préemballée;530;1,64;6,38;57,2;29,8;35,8;3,53
03;produits céréaliers;24312;Gaufrette fourrée fruits à coque (noisette, amande, praline, etc.), chocolatée ou non, préemballée;512;2,31;7,31;59,6;26,4;37,4;3,21
03;produits céréaliers;24313;Gaufrette, fourrée vanille, préemballée;545;1;4,45;61,7;30,8;37,8;1,24
03;produits céréaliers;24320;Gaufrette fourrée, aux fruits;365;9,32;4,43;82,4;1,58;41,7;1,66
03;produits céréaliers;24360;Cigarette;523;2,47;5,29;63;27,5;38;1
03;produits céréaliers;24370;Crêpe dentelle;456;2,9;6,27;72,1;15,5;36,7;1,7
03;produits céréaliers;24371;Crêpe dentelle au chocolat, préemballée;498;0;5,91;67,9;21,8;39,3;3,45
03;produits céréaliers;24430;Biscuit sec aux œufs à la cuillère (cuiller) ou Boudoir;388;6,3;7,98;79,9;3,77;47,9;1,37
03;produits céréaliers;24441;Biscuit sec type langue de chat ou cigarette russe;434;2,98;5,66;77,9;10,7;40,3;1,86
03;produits céréaliers;24520;Meringue;396;0,9;4,08;94,2;0,5;94,2;0,5
03;produits céréaliers;24615;Biscuit sec ou tuile, aux amandes;465;2,63;7,93;68,1;17,2;39,2;2,9
03;produits céréaliers;24616;Biscuit sec type tuile, aux fruits;384;0;5,43;74,9;8,28;26,9;7,14
03;produits céréaliers;24630;Madeleine traditionnelle, pur beurre;464;14,5;5,6;52,6;25,5;27,4;0,8
03;produits céréaliers;24631;Madeleine chocolatée, préemballée;458;14,5;6,06;51,5;24,9;29;1,1
03;produits céréaliers;24632;Madeleine ordinaire, préemballée;0;13,6;5,2;53,5;25,2;23,8;1,2
03;produits céréaliers;24659;Biscuit sec feuilleté, type palmier ou autres;519;2,49;6,1;60,5;27,6;21,6;2,06
03;produits céréaliers;24660;Palmier, artisanal;501;6,12;5,93;53,1;28,2;21,8;5,3
03;produits céréaliers;24663;Tarte aux poires amandine;310;39,2;4,9;37,7;14,9;21,2;2,3
03;produits céréaliers;24664;Gâteau aux amandes type financier;466;15,4;9,1;44,3;27,4;34,6;2,6
03;produits céréaliers;24665;Gâteau aux amandes, préemballé;424;0;5,78;60,1;17,3;37,4;2,15
03;produits céréaliers;24666;Mille0feuille;292;40,1;3,88;43,7;11,3;28,8;0,24
03;produits céréaliers;24678;Biscuit sec (génoise) nappage aux fruits, type barquette;359;12,8;4,54;77,1;3,24;54,2;1,48
03;produits céréaliers;24679;Biscuit sec nappé aux fruits, tartelette;436;6,84;4,7;71,3;14,2;32,7;2,27
03;produits céréaliers;24680;Biscuit moelleux fourré à l'orange et enrobé de sucre glace;354;13,3;4,25;79,3;1,92;52,9;1
03;produits céréaliers;24684;Cookie aux pépites de chocolat;502;3,46;6,47;59;25,9;31,5;3,38
03;produits céréaliers;24685;Cône ou cornet classique, pour glace;401;0;7,5;80,4;5;25,6;2
03;produits céréaliers;24686;Génoise sèche fourrée aux fruits et nappée de chocolat;391;13,8;3,23;69,5;10,6;51,7;2,16
11;aliments infantiles;24689;Biscuit pour bébé;437;3,46;7,99;72,7;12,2;27,6;2,33
03;produits céréaliers;24690;Biscuit sec pauvre en glucides;448;0;20,8;43,8;18,5;19,3;11,5
01;entrées et plats composés;25001;Blanquette de veau;113;75,1;15,4;3,1;4;0,3;0,8
01;entrées et plats composés;25002;Cassoulet, appertisé;129;70,6;8,06;9,41;5,77;1,06;3,55
01;entrées et plats composés;25003;Choucroute garnie;109;82,4;5,06;2,8;8,06;0,66;2,71
01;entrées et plats composés;25004;Choucroute, sans garniture, égouttée;33,8;91;0,7;0,83;2,25;0,55;3,7
01;entrées et plats composés;25009;Hachis Parmentier à la viande;138;73,6;5,99;9,39;8,22;1,47;1,43
01;entrées et plats composés;25010;Petit salé ou saucisse aux lentilles;118;73,5;8,24;8,89;4,87;1,51;2,83
01;entrées et plats composés;25013;Pot0au0feu;77,5;82,9;10,9;3,2;2,02;1,5;1,5
01;entrées et plats composés;25018;Ratatouille cuisinée;54,5;88;1,22;4,32;3,15;3,91;2,03
01;entrées et plats composés;25019;Ravioli à la viande, sauce tomate, appertisé;89,8;79,1;4,22;11,1;2,83;2,23;1,41
01;entrées et plats composés;25020;Soufflé au fromage;185;67,3;10,9;4,75;13,4;2,15;1,15
01;entrées et plats composés;25026;Épinards à la crème;40,9;90,4;2,16;1,23;2,47;0,96;2,53
01;entrées et plats composés;25029;Couscous au mouton;149;68,9;8,31;12,2;7,2;1,38;1,3
01;entrées et plats composés;25031;Paëlla;148;66,9;7,86;17,1;4,9;1,2;1,85
01;entrées et plats composés;25033;Boeuf bourguignon;94,9;78,4;8,93;6,74;3,3;1,57;1,25
01;entrées et plats composés;25037;Gratin ou cassolette de poisson et / ou fruits de mer, à cuire;108;80,1;7,19;3,13;7,13;1,29;1,07
01;entrées et plats composés;25038;Gratin ou cassolette de poisson et / ou fruits de mer, cuit;117;78,2;6,69;5,28;7,5;1,6;0,7
01;entrées et plats composés;25043;Couscous à la viande ou au poulet, allégé;90,7;72,9;5,9;11,5;1,9;2,1;2
01;entrées et plats composés;25052;Gratin d'aubergine;112;80,9;1,95;5,22;8,68;3,8;2,35
01;entrées et plats composés;25056;Gratin dauphinois;88,1;0;2,39;11,4;3,37;1,22;1,36
01;entrées et plats composés;25057;Poêlée de pommes de terre préfrites, lardons ou poulet, et autres, sans légumes verts;168;65;3,2;16,2;9,6;1,7;2,1
01;entrées et plats composés;25058;Canard en sauce (poivre vert, chasseur, etc.);145;0;9,55;10,2;7,3;0;0
01;entrées et plats composés;25063;Lapin à la moutarde;108;0;14,9;0,5;5;0,5;0,8
01;entrées et plats composés;25065;Boeuf aux carottes;96,6;78,5;13,2;3,3;3,15;0,6;1,1
01;entrées et plats composés;25071;Potée auvergnate (chou et porc);86,4;82;6,48;4,85;4,1;1,13;2,1
01;entrées et plats composés;25073;Endive au jambon;90,9;81,8;5,84;3,33;5,56;0,33;2,1
01;entrées et plats composés;25077;Saumon à l'oseille;148;71,2;8,36;11;7,65;0,58;0,73
01;entrées et plats composés;25081;Lasagnes ou cannelloni à la viande (bolognaise);118;75,2;6,29;9,48;5,72;2,84;1,91
01;entrées et plats composés;25085;Pâtes à la bolognaise (spaghetti, tagliatelles…);96,9;78,8;5,32;8,79;4,07;2,64;1,9
01;entrées et plats composés;25086;Poisson blanc à la bordelaise;172;67,5;14,8;4,3;10,4;0,6;1
01;entrées et plats composés;25088;Riz cantonais;164;62,9;5,46;23,6;4,94;1,28;1,74
04;viandes, œufs, poissons;25089;Cordon bleu de volaille;233;54,1;14;16,3;12,2;2,2;0,78
01;entrées et plats composés;25098;Cassoulet au porc, appertisé;132;71,1;8,3;8,6;6,3;1,8;4
01;entrées et plats composés;25099;Cassoulet au canard ou oie, appertisé;161;68,6;10,5;10,1;7,86;1,09;3,86
01;entrées et plats composés;25101;Gratin de chou0fleur;96,3;82,1;3;5,8;6,5;1,3;1,3
01;entrées et plats composés;25103;Tomate farcie;123;78,5;5,84;2;9,67;0,88;2,1
01;entrées et plats composés;25106;Chou farci;94,9;81,2;5,3;2;6,6;2;3,13
01;entrées et plats composés;25107;Couscous au poisson;105;75,6;7,5;14,2;1,6;1,7;1,7
01;entrées et plats composés;25108;Samossas ou Samoussas;237;55,2;9,33;18,1;13,7;2,67;1,8
01;entrées et plats composés;25110;Ravioli chinois à la vapeur à la crevette, cuit;166;62,3;5,5;21,9;5,5;1,04;3,6
01;entrées et plats composés;25111;Chili con carne;118;74,2;7,13;13;3,35;2,58;3,56
01;entrées et plats composés;25121;Coq au vin;133;0;13;4;7;1;0,9
01;entrées et plats composés;25122;Gratin de pâtes;159;66,7;7;16,4;6,93;3,08;1,54
01;entrées et plats composés;25123;Moussaka;147;76;5,82;5,16;10,8;3,01;2,84
01;entrées et plats composés;25124;Navarin d'agneau aux légumes;109;73,8;9,13;4,12;5,84;1,11;1,57
01;entrées et plats composés;25125;Paupiette de veau;209;62,1;14,7;8,39;12,8;2,24;0,48
01;entrées et plats composés;25126;Paupiette de volaille;159;65,6;18,9;7,28;5,83;0;1,05
01;entrées et plats composés;25127;Couscous royal (avec plusieurs viandes);132;69,2;7,69;14;4,53;1,57;2,1
01;entrées et plats composés;25128;Poisson blanc à la provençale ou niçoise (sauce tomate);66,3;83,6;9,31;0,89;2,3;0,89;2,4
01;entrées et plats composés;25131;Lasagnes ou cannelloni aux légumes;118;74;2,75;14,8;4,85;4,75;2,25
01;entrées et plats composés;25135;Pâtes à la carbonara (spaghetti, tagliatelles…);173;66;5,91;17,1;8,7;1,79;1,18
01;entrées et plats composés;25137;Tartiflette;125;72,7;4,5;10,4;6,89;0,91;1,67
01;entrées et plats composés;25138;Couscous au poulet;130;66,9;7,5;15,6;3,85;2,87;1,47
01;entrées et plats composés;25139;Lasagnes ou cannelloni au poisson;142;71,2;7,28;11,4;7,1;2,03;1,68
01;entrées et plats composés;25140;Poisson blanc à la florentine (sauce aux épinards);100;0;11,4;2,9;4,35;1,95;2
01;entrées et plats composés;25141;Poisson blanc à la marinière (sauce aux oignons, vin blanc, moules);80;0;11,5;2,2;2,8;0;0
01;entrées et plats composés;25142;Poisson blanc à la sauce moutarde;90,8;0;9,2;5,4;3,6;0;0
01;entrées et plats composés;25143;Poisson blanc à la parisienne (sauce aux champignons);72,5;84,2;9,16;1,15;3,25;0,86;1
01;entrées et plats composés;25145;Poisson blanc à l'estragon;77,2;0;8,8;4,2;2,8;0;0
01;entrées et plats composés;25146;Poisson blanc sauce oseille;104;78,6;11,8;1,47;5,5;1,47;1
01;entrées et plats composés;25149;Pâtes fraîches farcies (ex : raviolis, ravioles du Dauphiné), au fromage, cuites;133;69,8;5,35;18,7;3,86;0,8;1,2
01;entrées et plats composés;25150;Couscous de légumes;114;71,1;4,32;18;2,25;2,54;2,24
01;entrées et plats composés;25151;Feuilleté au poisson et / ou fruits de mer;260;48,3;6,55;27,9;13;4,3;2,9
01;entrées et plats composés;25152;Couscous à la viande;128;69,2;7,59;12,5;4,73;1,97;2,53
01;entrées et plats composés;25154;Gratin de poisson et purée ou brandade aux pommes de terre ou parmentier de poisson;117;74,9;6,39;8,57;6,15;1,62;1,1
01;entrées et plats composés;25155;Pâtes fraîches farcies (ex : raviolis), au fromage et aux légumes, cuites;175;60,5;5,81;23,7;5,6;2,3;3,2
01;entrées et plats composés;25157;Pâtes fraîches farcies (ex : raviolis), à la viande (ex : bolognaise), crues;274;35,3;11,4;42,5;5,79;3,91;3,15
01;entrées et plats composés;25158;Pâtes fraîches farcies (ex : raviolis), à la viande (ex : bolognaise), cuites;174;60,3;6,94;25,1;4,65;1;2,15
01;entrées et plats composés;25159;Tajine de mouton;132;73;12,8;4,5;6,83;2,4;1
01;entrées et plats composés;25162;Gratin de légumes;102;82,2;3,56;3,08;7,92;1,89;2,14
04;viandes, œufs, poissons;25163;Boeuf, boulettes cuites;209;62;18,5;3,66;13,3;2;0,63
01;entrées et plats composés;25164;Osso buco;102;77,4;12,5;3,5;4,06;1,1;0,6
01;entrées et plats composés;25169;Spécialité chinoise ou bouchées à la vapeur, cuite;141;64,6;5,9;26;1,4;3,9;0,21
01;entrées et plats composés;25172;Viande en sauce (aliment moyen);107;76,8;11,2;4,75;4,55;1,34;1,05
04;viandes, œufs, poissons;25173;Veau, escalope panée, cuite;271;47,8;22,9;12,7;14,1;0,49;0,94
