alim_grp_code;alim_grp_nom;alim_code;alim_nom;energie_kcal;eau_g_100g;prot_g_100g;gluc_g_100g;lipi_g_100g;sucr_g_100g;fibr_g_100g
02;fruits, légumes, légumineuses et oléagineux;15042;Amande, grillée, salée;626;2,41;21,1;8,72;53,9;4,86;10,9
02;fruits, légumes, légumineuses et oléagineux;15043;Noix de macadamia, grillée, salée;719;1,61;7,04;9,95;70,2;4,4;9,5
02;fruits, légumes, légumineuses et oléagineux;15044;Pistache, grillée;595;2,43;18,4;18,6;47,4;7,74;10,1
02;fruits, légumes, légumineuses et oléagineux;15045;Tournesol, graine, grillé, salé;604;1,2;19,3;15,1;49,8;2,73;9
02;fruits, légumes, légumineuses et oléagineux;15046;Noix de pécan, salées;724;0;10,2;5;73;4,9;3
02;fruits, légumes, légumineuses et oléagineux;15047;Chia, graine, séchée;443;5,8;16,5;7,72;30,7;0;34,4
02;fruits, légumes, légumineuses et oléagineux;15048;Mélange apéritif de graines (non salées) et fruits séchés;378;34;8,29;23,8;26,3;7;6,36
02;fruits, légumes, légumineuses et oléagineux;15049;Mélange apéritif de graines (non salées) et raisins secs;533;7,94;13,8;30,4;37,9;26,1;7,5
02;fruits, légumes, légumineuses et oléagineux;15050;Noisette grillée, salée;654;0;13,4;7,67;61,2;2,91;9,43
02;fruits, légumes, légumineuses et oléagineux;15052;Lin, brun, graine;520;5,8;18;3,56;42,2;1,4;26,9
02;fruits, légumes, légumineuses et oléagineux;15201;Pâte d'amande, préemballée;461;6,15;7,19;58,1;20,6;56,6;7,2
02;fruits, légumes, légumineuses et oléagineux;15202;Beurre de cacahuète ou Pâte d'arachide;636;1,37;22,2;16;52,5;10,5;5
02;fruits, légumes, légumineuses et oléagineux;15203;Tahin ou Purée de sésame;621;3,03;17,7;13,8;53,4;0,49;7
09;matières grasses;16030;Beurre de cacao;900;0;0;0;100;0;0
09;matières grasses;16080;Matière grasse ou graisse végétale solide (type margarine) pour friture;900;0;0;0;100;0;0
09;matières grasses;16128;Huile pour friture, sans précision;866;0;0;0;96,2;0;0
09;matières grasses;16129;Huile de palme, sans précision;900;0;0;0;100;0;0
09;matières grasses;16150;Huile de palme raffinée;900;0;0;0;100;0;0
09;matières grasses;16400;Beurre à 82% MG, doux;744;15,8;0,75;0,68;82;0,5;0
09;matières grasses;16401;Huile de beurre ou Beurre concentré;900;1,5;0,28;0;99,9;0;0
09;matières grasses;16402;Beurre à 80% MG, demi0sel;736;15,5;0,76;0,55;81,2;0,39;0
09;matières grasses;16403;Beurre à 80% MG, salé;748;12,5;0,61;0,68;82,5;0,31;0
09;matières grasses;16404;Beurre à 82% MG, doux, tendre;755;15,6;0,7;0,5;83,4;0;0
09;matières grasses;16410;Beurre à 60062% MG, à teneur réduite en matière grasse, doux;550;37,7;0,56;0,7;60,6;0,2;0
09;matières grasses;16411;Beurre à 60062% MG, à teneur réduite en matière grasse, demi0sel;555;37;0,9;0,5;61;0,5;0
09;matières grasses;16412;Beurre ou assimilé allégé (léger ou à teneur reduite en matière grasse), doux (aliment moyen);374;56,4;0,73;3,75;39,6;1,2;0
09;matières grasses;16413;Beurre à teneur en matière grasse inconnue (allégé ou non), demi0sel (aliment moyen);730;16,2;0,77;0,55;80,5;0,4;0
09;matières grasses;16414;Beurre ou assimilé à teneur en matière grasse inconnue, doux (aliment moyen);731;17,3;0,75;0,79;80,5;0,52;0
09;matières grasses;16415;Beurre à 39041% MG, léger, doux;380;56,7;1,1;4;40;1,5;0
09;matières grasses;16520;Saindoux;896;0,6;0;0;99,5;0;0
09;matières grasses;16530;Lard gras, cru;810;7,69;2,92;0;88,7;0;0
09;matières grasses;16540;Graisse de poulet;898;0,2;0;0;99,8;0;0
09;matières grasses;16550;Graisse de canard;898;0,2;0;0;99,8;0;0
09;matières grasses;16560;Graisse d'oie;898;0,2;0;0;99,8;0;0
09;matières grasses;16570;Graisse de dinde;898;0,2;0;0;99,8;0;0
09;matières grasses;16614;Matière grasse végétale (type margarine) à 80% MG, salé;722;0;0,5;0,5;80;0,5;0
09;matières grasses;16615;Matière grasse végétale ou margarine, 80% MG, doux;726;16,3;0,39;0,3;80,4;0,3;0
09;matières grasses;16616;Matière grasse végétale (type margarine) à 70% MG, doux;631;26,5;0,13;0,24;70;0,24;0
09;matières grasses;16654;Matière grasse végétale (type margarine) à 60% de MG, allégée, au tournesol, doux;548;39;0,5;0,55;60,6;0,2;0
09;matières grasses;16712;"Matière grasse laitière à 25% MG, légère, ""à tartiner"", doux";247;68,8;0,4;3,8;25,6;0;0
09;matières grasses;16713;"Matière grasse laitière à 20% MG, légère, ""à tartiner"", doux";215;72,1;0,36;6;21,1;1,7;0
09;matières grasses;16719;Matière grasse végétale (type margarine), teneur en matière grasse inconue, doux (aliment moyen);591;32,3;0,12;0,22;65,5;0,22;0
09;matières grasses;16725;Matière grasse végétale (type margarine), teneur réduite en matière grasse inconnue, doux (aliment moyen);512;43,7;0,11;0,18;56,8;0,18;0
09;matières grasses;16733;Matière grasse végétale (type margarine), à tartiner, à 30040% MG, légère, doux;346;60;0,5;0,5;38;0,5;0
09;matières grasses;16734;Matière grasse végétale (type margarine), à tartiner, à 30040% MG, légère, demi0sel;358;51,6;0,9;3,05;38;1,5;0
09;matières grasses;16735;Matière grasse végétale (type margarine), à tartiner, à 30040% MG, légère, doux, aux esters de stérol végétal;333;52,6;0,09;4;35,1;0,1;0
09;matières grasses;16736;Matière grasse végétale (type margarine), à tartiner, à 30040% MG, légère, doux, riche en oméga 3;349;58,2;0;0;38,8;0;0
09;matières grasses;16737;Matière grasse végétale (type margarine) à 50063% MG, allégée, doux, riche en oméga 3;521;40,4;0,15;0,18;57,8;0,18;0
09;matières grasses;16738;Matière grasse végétale (type margarine) à 50063% MG, allégée, demi0sel;523;36,9;0,2;0,2;58;0,2;0
09;matières grasses;16739;Matière grasse végétale (type margarine) à 50063% MG, allégée, doux, aux esters de stérol végétal;559;0;0,1;0,1;62;0,1;0
09;matières grasses;16740;Matière grasse végétale (type margarine) à 50063% MG, allégée, demi0sel, riche en oméga 3;491;44,2;0,083;0,12;54,5;0,12;0
09;matières grasses;16741;Matière grasse végétale (type margarine) à 50063% MG, allégée, doux;517;43,2;0,097;0,17;57,4;0,17;0
09;matières grasses;16742;Matière grasse végétale (type margarine) à 30040% MG, légère, demi0sel, aux esters de stérol végétal;325;0;0,1;2,5;35;0,1;0
09;matières grasses;16743;Matière grasse mélangée (végétale et laitière) à 50063% MG;490;44,5;0,4;0,6;54;0,6;0
09;matières grasses;16744;Matière grasse mélangée (végétale et laitière) à 50063% MG, demi0sel;481;0;0,4;0,6;53;0,6;0
09;matières grasses;16745;Matière grasse mélangée (végétale et laitière), à tartiner, à 30040% MG;397;54;1,69;5,6;40,9;2,3;0
09;matières grasses;16746;Matière grasse mélangée (végétale et laitière), à tartiner, à 30040% MG, demi0sel;370;0;1,5;5,6;38;2,5;0
09;matières grasses;17001;Huile végétale (aliment moyen);899;0;0;0;99,9;0;0
09;matières grasses;17020;Huile d'amandes d'abricot;900;0;0;0;100;0;0
09;matières grasses;17030;Huile d'amande;900;0;0;0;100;0;0
09;matières grasses;17040;Huile d'arachide;900;0;0;0;100;0;0
09;matières grasses;17100;Huile d'avocat;900;0;0;0;100;0;0
09;matières grasses;17110;Huile de germe de blé;900;0;0;0;100;0;0
09;matières grasses;17126;Huile de carthame;900;0;0;0;100;0;0
09;matières grasses;17130;Huile de colza;900;0;0;0;100;0;0
09;matières grasses;17170;Huile de coton;900;0;0;0;100;0;0
09;matières grasses;17180;Huile de lin;900;0;0;0;100;0;0
09;matières grasses;17190;Huile de maïs;900;0;0;0;100;0;0
09;matières grasses;17210;Huile de noisette;900;0;0;0;100;0;0
09;matières grasses;17220;Huile de noix;900;0;0;0;100;0;0
09;matières grasses;17270;Huile d'olive vierge extra;900;0;0;0;100;0;0
09;matières grasses;17350;Huile de pépins de raisin;900;0;0;0;100;0;0
09;matières grasses;17400;Huile de sésame;900;0;0;0;100;0;0
09;matières grasses;17420;Huile de soja;900;0;0;0;100;0;0
09;matières grasses;17440;Huile de tournesol;900;0;0;0;100;0;0
09;matières grasses;17630;Huile de foie de morue;900;0;0;0;100;0;0
09;matières grasses;17640;Huile de sardine;900;0;0;0;100;0;0
09;matières grasses;17645;Huile de saumon;900;0;0;0;100;0;0
09;matières grasses;17650;Huile de hareng;900;0;0;0;100;0;0
09;matières grasses;17700;Huile combinée (mélange d'huiles);896;0;0;0;99,5;0;0
09;matières grasses;17701;Huile combinée, mélange d'huile d'olive et de graines;900;0;0;0;100;0;0
09;matières grasses;17900;Huile d'argan ou d'argane;889;0;0;0;98,7;0;0
09;matières grasses;17999;Huile de paraffine;0;0;0;0;0;0;0
06;boissons;18001;Boisson gazeuse, sans jus de fruit, non sucrée, avec édulcorants;0,83;99,9;0,05;0,16;0;0,16;0
06;boissons;18003;Café, moulu;397;5,5;14,4;40,2;15,4;0;19,8
06;boissons;18004;Café, non instantané, non sucré, prêt à boire;0,66;99,4;0,12;0;0,02;0;0
06;boissons;18005;Café, poudre soluble;282;4,95;15,8;42,6;1,1;0;19,1
06;boissons;18008;Eau de source, embouteillée (aliment moyen);0;100;0;0;0;0;0
06;boissons;18009;Eau minérale, embouteillée, faiblement minéralisée (aliment moyen);0;100;0;0;0;0;0
06;boissons;18010;Limonade, sucrée;34,1;90,5;0,04;8,45;0,02;8,45;0
06;boissons;18011;Eau de coco;17,5;95;0,5;2,88;0,2;2,88;1,1
06;boissons;18012;Boisson à l'eau minérale ou de source, aromatisée, sucrée;15,1;0;0,086;3,48;0,086;3,48;0,044
06;boissons;18013;Tonic ou bitter, non sucré, avec édulcorants;2,02;0;0,05;0,4;0;0,4;0,1
06;boissons;18014;Tonic ou bitter, sucré, avec édulcorants;26;0;0;6,45;0;6,45;0,1
06;boissons;18015;Boisson au thé, aromatisée, sucrée, avec édulcorants;21,2;0;0;5,3;0;5,3;0
06;boissons;18016;Limonade, sucrée, avec édulcorants;12;0;0;3;0;3;0
06;boissons;18017;Sirop à diluer, sucré;246;38,2;0,13;61,1;0;61,1;0
06;boissons;18018;Cola, sucré;41,8;90,3;0,093;10,2;0,062;10,2;0
06;boissons;18019;Boisson gazeuse aux fruits (de 10 à 50% de jus), sucrée;46,6;88,2;0,067;11,3;0,028;9,92;0
06;boissons;18020;Thé infusé, non sucré;0,46;99,8;0,1;0;0,007;0;0
06;boissons;18021;Boisson plate aux fruits, (à moins de 10% de jus), non sucrée, avec édulcorants;5,37;0;0,06;0,96;0,13;0,96;0,05
06;boissons;18022;Tisane infusée, non sucrée;0,87;99,7;0;0,2;0,008;0;0
06;boissons;18023;Boisson plate aux fruits (à moins de 10% de jus), sucrée;19,1;0;0,1;4,4;0,1;4,38;0,1
06;boissons;18026;Boisson gazeuse, sans jus de fruit, sucrée;37,1;90,6;0,14;8,67;0,078;8,67;0
06;boissons;18028;Boisson à l'eau minérale ou de source, aromatisée, non sucrée, sans édulcorant;0,8;0;0,06;0,14;0;0;0
06;boissons;18029;Boisson rafraîchissante sans alcool (aliment moyen);30,3;92,2;0,1;7,35;0,042;7,14;0,011
06;boissons;18030;Boisson à l'eau minérale ou de source, aromatisée, non sucrée, avec édulcorants;2,36;0;0,086;0,28;0,086;0;0,067
06;boissons;18032;Boisson gazeuse, sans jus de fruit, à teneur réduite en sucres;26,2;0;0;6,55;0;4,03;0
06;boissons;18033;Boisson gazeuse aux fruits (à moins de 10% de jus), sucrée, avec édulcorants;28;0;0;7;0;7;0
06;boissons;18035;Limonade, non sucrée, avec édulcorants;0,67;99;0,067;0,1;0;0,082;0
06;boissons;18037;Cola, sucré, avec édulcorants;26,7;95;0,0093;6,65;0,0033;6,65;0,0033
06;boissons;18039;Diabolo (limonade et sirop);42,8;0;0,075;10,6;0;10,6;0,069
06;boissons;18041;Lait de coco ou Crème de coco;188;75,1;1,77;3,4;18,4;2,1;0,57
06;boissons;18044;Eau minérale (aliment moyen);0;99,9;0;0;0;0;0
06;boissons;18045;Eau minérale, plate (aliment moyen);0;99,9;0;0;0;0;0
06;boissons;18046;Eau minérale, gazeuse (aliment moyen);0;99,9;0;0;0;0;0
06;boissons;18048;Boisson gazeuse aux fruits (teneur en jus non spécifiée), sucrée (aliment moyen);46,1;88,4;0,068;11,2;0,03;9,91;0,00042
06;boissons;18049;Boisson gazeuse aux fruits (à moins de 10% de jus), sucrée;40,7;90,5;0,081;9,97;0,051;9,74;0,005
06;boissons;18058;Boisson préparée à partir de sirop à diluer type menthe, fraise, etc, sucré, dilué dans l'eau;31,2;92,2;0,055;7,7;0;7,7;0
06;boissons;18059;"Boisson concentrée à diluer, sans sucres ajoutés, avec édulcorants, type ""sirop 0%""";21,7;93,8;0,5;2,76;0,5;0,66;0,7
06;boissons;18060;Cola, non sucré, avec édulcorants;1,3;99,7;0,081;0,11;0,053;0,11;0,003
06;boissons;18062;Boisson au thé, aromatisée, teneur en sucre et édulcorant inconnue (aliment moyen);25;93,8;0,028;6,18;0,0091;5,97;0
06;boissons;18063;Cola, teneur en sucre et édulcorant inconnue (aliment moyen);30,1;93;0,089;7,31;0,059;7,27;0,00088
06;boissons;18065;Boisson au thé, aromatisée, non sucrée, avec édulcorants;1,42;99,5;0,014;0,34;0;0,32;0
06;boissons;18066;Eau du robinet;0;100;0;0;0;0;0
06;boissons;18067;Cola, sucré, sans caféine;43,8;89,6;0;11;0;11;0
06;boissons;18068;Cola, non sucré, avec édulcorants, sans caféine;0,87;99,7;0;0,2;0;0,2;0
06;boissons;18069;Café, décaféiné, poudre soluble;357;3,2;12,7;76;0,2;0;0
06;boissons;18070;Café décaféiné, non instantané, non sucré, prêt à boire;4,42;98;0,1;0,6;0,18;0;0
06;boissons;18071;Café expresso, non instantané, non sucré, prêt à boire;4,51;97,8;0,12;0,6;0,18;0;0
06;boissons;18072;Café décaféiné, instantané, non sucré, prêt à boire;2,11;99;0,12;0,4;0,002;0;0
06;boissons;18073;Café, instantané, non sucré, prêt à boire;1,69;99,2;0,11;0,3;0,004;0;0
06;boissons;18075;Boisson au thé, aromatisée, sucrée;27,3;93,1;0,033;6,76;0,022;6,52;0
06;boissons;18078;Boisson gazeuse, sans jus de fruit, sucrée, avec édulcorants;27,2;0;0;6,8;0;6,8;0
06;boissons;18100;Cacao, non sucré, poudre soluble;387;3,5;22,4;11,6;20,6;0,9;29,5
06;boissons;18101;Poudre cacaotée ou au chocolat pour boisson, sucrée;379;1,67;6,65;75,6;3,29;67,9;10,5
06;boissons;18102;Poudre maltée, cacaotée ou au chocolat pour boisson, sucrée, enrichie en vitamines et minéraux;402;2,25;9,9;79,4;5,03;78,5;0
06;boissons;18104;Boisson cacaotée ou au chocolat, instantanée, sucrée, prête à boire (reconstituée avec du lait demi0écrémé standard);69,3;84,7;3,78;9,5;1,42;0;1,7
06;boissons;18106;Boisson cacaotée ou au chocolat, instantanée, sucrée, enrichie en vitamines, prête à boire (reconstituée avec du lait demi0écrémé standard);71,9;83,2;4,08;9,91;1,71;0;0,5
06;boissons;18107;Boisson à l'amande;22,5;96;0,6;1,45;1,5;1,03;0,4
06;boissons;18150;Chicorée et café, poudre soluble;325;3,3;11,9;61,5;0,3;0;14,5
06;boissons;18151;Café au lait, café crème ou cappuccino, instantané ou non, non sucré, prêt à boire;21,6;95,3;1,39;2,31;0,76;2,31;0
06;boissons;18152;Chicorée, poudre soluble;323;2,7;3,3;57,2;2,5;21,7;29,2
06;boissons;18153;Chicorée et café, instantané, non sucré, prête à boire (reconstituée avec du lait demi0écrémé standard);54,1;87;3,74;5,9;1,62;5;0,46
06;boissons;18154;Thé noir, infusé, non sucré;1,26;99,7;0;0,3;0,007;0;0
06;boissons;18155;Thé vert, infusé, non sucré;0;99,9;0;0;0;0;0
06;boissons;18156;Thé oolong, infusé, non sucré;0;0;0;0;0;0;0
06;boissons;18160;Café au lait ou cappuccino, poudre soluble;403;5;12,8;58,5;12,3;55,7;3,71
06;boissons;18161;Chicorée, instantanée, non sucrée, prête à boire (reconstituée avec du lait demi0écrémé standard);93,5;0;0;7,1;7,1;0;0,59
06;boissons;18162;Chicorée et café, instantané, non sucré, prêt à boire (reconstituée avec de l'eau);0;0;0;0;0;0;0
06;boissons;18163;Café au lait ou cappuccino au chocolat, poudre soluble;402;0;11,2;67,1;9,13;62,2;3,51
06;boissons;18167;Poudre cacaotée ou au chocolat sucrée pour boisson, enrichie en vitamines et minéraux;376;0;4,68;79,3;3,04;76,7;6,48
06;boissons;18168;Poudre cacaotée ou au chocolat pour boisson, sucrée, enrichie en vitamines;386;2;4,29;85;2,04;82,7;5,3
06;boissons;18220;Citron ou Lime, spécialité à diluer pour boissons, sans sucres ajoutés;19,7;93,8;0,5;1,31;0;0,91;0
06;boissons;18304;Boisson plate aux fruits (10 à 50% de jus), à teneur réduite en sucres;0;94,5;0,014;5,16;0,01;5,06;0
06;boissons;18309;Boisson plate aux fruits (teneur en jus non spécifiée), sucrée;0;88,3;0,1;11,2;0,07;10,6;0
06;boissons;18339;Boisson plate aux fruits (10 à 50% de jus), sucrée;42,5;89,3;0,13;10,1;0,06;9,76;0,041
06;boissons;18340;Boisson gazeuse aux fruits (à moins de 10% de jus), non sucrée, avec édulcorants;3,26;99,2;0,063;0,45;0,13;0,43;0
06;boissons;18343;Boisson au jus de fruit et au lait;0;87,2;0,7;11,4;0,1;11;0
06;boissons;18344;Tonic ou bitter, sucré;34,1;88,9;0,068;8,28;0,066;7,38;0,05
06;boissons;18345;Boisson gazeuse aux fruits (à moins de 10% de jus), non sucrée, sans édulcorant;16,7;0;0;4,17;0;4;0
10;aides culinaires et ingrédients divers;18350;Boisson diététique pour le sport;0;92,6;0,05;5,26;0,14;5,26;0
06;boissons;18352;Boisson énergisante, sucrée;48,7;88;0,2;11,9;0;11,7;0,1
06;boissons;18353;Boisson énergisante, non sucrée, avec édulcorants;5;0;0,073;0,95;0,1;0,45;0
06;boissons;18430;Eau embouteillée de source;0;0;0;0;0;0;0
06;boissons;18900;Boisson au soja, nature;35,8;93;3,31;0,7;2,07;0,4;0,6
06;boissons;18901;Boisson au soja, nature, enrichie en calcium;42,9;90,8;3,42;2,18;2,05;2,18;1
06;boissons;18902;Boisson au soja, aromatisée, sucrée;59,3;86,8;2,96;7,24;1,92;6,72;0,6
06;boissons;18903;Boisson au soja, aromatisée, sucrée, enrichie en calcium;41,6;90,6;3,01;2,89;1,8;2,7;1,1
06;;18904;Boisson à base de riz, nature;53,6;87,6;0,46;10,8;1;5,6;0,5
06;boissons;18905;Boisson à base d'avoine, nature;42,5;90,5;0,46;7,8;1,1;5;0,5
11;aliments infantiles;19012;Lait de croissance infantile, liquide (aliment lacté destiné aux enfants en bas âge);64,7;87,4;1,9;7,93;2,71;6,95;0,51
11;aliments infantiles;19013;Lait 1er âge, prêt à consommer (préparation pour nourrissons);72,5;86,2;1,44;8,6;3,54;7,2;0,5
11;aliments infantiles;19014;Lait 2e âge, prêt à consommer (préparation pour nourrissons);69,1;86,2;1,66;8,1;3,23;5,5;0,5
05;lait et produits laitiers;19021;Lait en poudre, entier;501;2,4;27,4;37,5;26,8;37,5;0
05;lait et produits laitiers;19023;Lait entier, UHT;65,4;87,5;3,32;4,85;3,63;4,2;0
05;lait et produits laitiers;19024;Lait entier, pasteurisé;56,8;89,1;3,3;3,47;3,3;0;0
05;lait et produits laitiers;19026;Lait concentré non sucré, entier;133;74,8;6,89;9,29;7,54;9,29;0
05;lait et produits laitiers;19027;Lait concentré sucré, entier;324;27,2;7,7;55,6;7,87;55,6;0
05;;19039;Lait, teneur en matière grasse inconnue, UHT (aliment moyen);46,5;89,6;3,28;4,82;1,57;4,77;0
05;lait et produits laitiers;19041;Lait demi0écrémé, UHT;46,1;89,7;3,28;4,8;1,53;4,8;0
05;lait et produits laitiers;19042;Lait demi0écrémé, pasteurisé;47,6;89,3;3,83;4,47;1,6;0;0
05;lait et produits laitiers;19044;Lait en poudre, demi0écrémé;437;3,29;29,5;45,9;15,1;40,4;0
05;lait et produits laitiers;19049;Lait demi0écrémé, UHT, enrichi en vitamines;45,9;0;3,24;4,8;1,53;4,8;0
05;lait et produits laitiers;19050;Lait écrémé, UHT;33,9;90,9;3,26;4,99;0,11;4,8;0
05;lait et produits laitiers;19051;Lait écrémé, pasteurisé;34,8;90,8;3,28;4,99;0,19;4,93;0
05;lait et produits laitiers;19054;Lait en poudre, écrémé;364;1,95;35,3;54;0,7;53,1;0
05;lait et produits laitiers;19060;Lait demi0écrémé, à teneur réduite en lactose;46,2;0;3,27;4,8;1,55;4,8;0
06;boissons;19120;Boisson lactée aromatisée (arôme inconnu), sucrée, au lait partiellement écrémé, enrichie et/ou restaurée en vitamines et/ou minéraux (aliment moyen);58,9;85,7;2,49;10,4;0,74;9,7;0,27
06;boissons;19122;Boisson lactée aromatisée au chocolat, sucrée, au lait partiellement écrémé, enrichie et/ou restaurée en vitamines et/ou minéraux;64,1;84,7;2,75;10,8;0,99;9,45;1
06;boissons;19127;Boisson lactée aromatisée à la fraise, sucrée, au lait partiellement écrémé, enrichie à la vitamine D;52,7;86,9;2,17;10;0,45;10;0
05;lait et produits laitiers;19200;Lait de chèvre, entier, UHT;56,4;87;3,39;4,35;2,83;4,35;0
05;lait et produits laitiers;19201;Lait de chèvre, demi0écrémé, UHT;46,1;89,6;3,77;4,13;1,57;4,13;0
05;lait et produits laitiers;19202;Lait de chèvre, entier, cru;57,7;88,7;3,22;4,01;3,2;4,01;0
05;lait et produits laitiers;19225;Lait de jument, entier;50,2;89,2;2,41;6,18;1,73;0;0
05;lait et produits laitiers;19250;Lait de brebis, entier;103;82,2;5,68;4,5;6,97;4,5;0
05;lait et produits laitiers;19410;Crème de lait, 30% MG, épaisse, rayon frais;295;63,8;2,47;2,19;30,5;2,19;0
05;lait et produits laitiers;19415;Crème de lait, 30% MG, semi0épaisse, UHT;0;58,9;2,11;3,15;32,1;2,83;0
05;lait et produits laitiers;19420;Crème chantilly, sous pression, UHT;0;61,3;2,88;11,3;24,4;9,67;0
